Gene,Liver_nTPM,Brain_nTPM
RNF152,20.7,0
TIGD2,20.7,0
COL4A1,20.7,0
ZNF700,20.7,0
RFC2,20.6,0
HPF1,20.6,0
GPR137B,20.6,0
PTPRC,20.6,0
PLPPR2,20.6,0
MRPS30,20.6,0
ATF6,20.6,0
ZNF414,20.6,0
CNOT9,20.6,0
GNAQ,20.6,0
ATG4B,20.6,0
SNUPN,20.6,0
EXOC3,20.6,0
GRIPAP1,20.5,0
BAZ2A,20.5,0
C1GALT1,20.5,0
AEBP1,20.5,0
FANCL,20.5,0
MAD2L1BP,20.5,0
IL15RA,20.5,0
CCDC82,20.5,0
OXSM,20.5,0
PWWP3A,20.5,0
STAT2,20.5,0
MANEA,20.5,0
R3HDM2,20.5,0
MYL6B,20.5,0
ZNF512B,20.5,0
ZBTB48,20.5,0
NBPF14,20.5,0
MAP2K4,20.4,0
PPP3CB,20.4,0
OGFOD2,20.4,0
GTF3C2,20.4,0
IFIT2,20.4,0
RAPGEF5,20.4,0
PAM,20.4,0
ZCCHC10,20.4,0
B3GNT2,20.4,0
PUS1,20.4,0
ARIH2,20.4,0
ZBTB18,20.4,0
ABCB8,20.4,0
DNAJC11,20.3,0
ABHD5,20.3,0
SLC4A4,20.3,0
POLR3H,20.3,0
MAPK3,20.3,0
YKT6,20.3,0
LAMTOR3,20.3,0
FKBP9,20.3,0
EIF2AK4,20.3,0
RPRD1A,20.3,0
CIZ1,20.3,0
ODR4,20.3,0
TOMM40L,20.3,0
CDC42SE2,20.3,0
EPB41,20.3,0
TTC14,20.3,0
CNNM3,20.3,0
IRF2BP1,20.3,0
HRAS,20.3,0
DDX3Y,20.2,0
CYBRD1,20.2,0
VWA8,20.2,0
PLGRKT,20.2,0
CBX1,20.2,0
SMG7,20.2,0
RNF138,20.2,0
PREPL,20.2,0
TARBP2,20.2,0
ENOPH1,20.2,0
GGPS1,20.2,0
SLC13A3,20.2,0
ZNF281,20.2,0
FMC1,20.2,0
WASHC1,20.2,0
YIPF6,20.2,0
IRS2,20.2,0
DDI2,20.2,0
HNRNPUL2,20.2,0
WIZ,20.1,0
RB1CC1,20.1,0
ERO1B,20.1,0
MOB4,20.1,0
ZBTB1,20.1,0
KDM4B,20.1,0
PLAA,20.1,0
PPIL1,20.1,0
USF1,20.1,0
KLHL21,20.1,0
SPRY1,20.1,0
KBTBD2,20.1,0
CYP7B1,20.1,0
RUFY1,20.1,0
ZNRF2,20.1,0
STRN3,20.1,0
TNFSF12,20.1,0
RALA,20,0
TSPAN17,20,0
TRIB2,20,0
PCBP4,20,0
ADA2,20,0
SLC2A9,20,0
ELP3,20,0
ASCC1,20,0
PRPSAP2,20,0
CBX4,20,0
ANKH,20,0
TMEM41A,20,0
THNSL1,20,0
POM121,20,0
PTPN1,20,0
CISD3,20,0
RBM22,19.9,0
HPS1,19.9,0
DHDDS,19.9,0
ZC3H7A,19.9,0
SEPTIN6,19.9,0
FPR3,19.9,0
MPHOSPH8,19.9,0
SKIC3,19.9,0
SMIM11,19.9,0
ZNF688,19.9,0
YJU2,19.8,0
TNKS2,19.8,0
TTC31,19.8,0
RBM25,19.8,0
LLPH,19.8,0
RBM26,19.8,0
RPUSD4,19.8,0
TUBA1A,19.8,0
JMJD1C,19.8,0
VEGFB,19.8,0
OGFOD3,19.8,0
PIK3R4,19.8,0
COG8,19.8,0
AP5M1,19.7,0
AFF4,19.7,0
RANGRF,19.7,0
CUX2,19.7,0
TUBGCP2,19.7,0
RAP1GDS1,19.7,0
SENP3,19.7,0
RNASE6,19.7,0
C1GALT1C1,19.7,0
POFUT2,19.7,0
PPTC7,19.7,0
MAN1A2,19.7,0
ENSG00000275063,19.7,0
CYLD,19.6,0
TTLL12,19.6,0
NFKBIB,19.6,0
SPIN1,19.6,0
CHIC2,19.6,0
CARS1,19.6,0
FAF2,19.6,0
NEK9,19.6,0
TIMM10B,19.6,0
IFI44,19.6,0
SLC35A5,19.6,0
RAB15,19.6,0
UBR3,19.6,0
TIAL1,19.6,0
REEP3,19.6,0
TEPSIN,19.6,0
LAGE3,19.6,0
ATXN2,19.6,0
FHIP1B,19.5,0
CEP170B,19.5,0
CACTIN,19.5,0
CASC3,19.5,0
MESD,19.5,0
PRKACB,19.5,0
MOV10,19.5,0
GALK2,19.5,0
AVPR1A,19.5,0
SERTAD3,19.5,0
MT1B,19.5,0
TMEM43,19.5,0
FPR1,19.5,0
IPO4,19.5,0
OPA1,19.5,0
FBXW11,19.4,0
MKNK1,19.4,0
RNF40,19.4,0
TMEM131L,19.4,0
ATF1,19.4,0
VSNL1,19.4,0
DCAF13,19.4,0
METRNL,19.4,0
TMEM64,19.4,0
BORCS8,19.4,0
MRI1,19.3,0
LIMA1,19.3,0
PCIF1,19.3,0
FXR2,19.3,0
ANKRD17,19.3,0
CARS2,19.3,0
CCDC3,19.3,0
RANBP2,19.3,0
COX6A2,19.3,0
PEX10,19.3,0
PCYT1A,19.3,0
PYGO2,19.3,0
ANAPC2,19.3,0
SPRYD4,19.3,0
ACAD9,19.3,0
IGLV3-10,19.3,0
MTREX,19.2,0
PSMD5,19.2,0
BTN3A3,19.2,0
DDX54,19.2,0
EEF1E1,19.2,0
TICAM1,19.2,0
MAP3K2,19.2,0
XPOT,19.2,0
NUGGC,19.2,0
WDR46,19.2,0
ATXN7L3B,19.2,0
PKN2,19.1,0
OXT,19.1,0
RAPGEF2,19.1,0
KRR1,19.1,0
EDEM3,19.1,0
AP1AR,19.1,0
KIF21A,19.1,0
JDP2,19.1,0
CARM1,19.1,0
MX1,19.1,0
TMEM184C,19.1,0
DLC1,19.1,0
SIX5,19.1,0
GIMAP7,19.1,0
IGHV4-59,19.1,0
MCTS1,19.1,0
AQP1,19.1,0
MLLT6,19.1,0
TOMM34,19,0
SFSWAP,19,0
SMARCD1,19,0
ELF2,19,0
KMT5B,19,0
SMAD5,19,0
KLHL24,19,0
DR1,19,0
MTERF4,19,0
MORC4,19,0
HMGA1,19,0
INO80C,19,0
CPSF4,19,0
PLEKHF1,19,0
MUS81,19,0
SGF29,19,0
MRPL42,19,0
MAGIX,19,0
CCAR1,18.9,0
USP4,18.9,0
FBXO6,18.9,0
WDR11,18.9,0
ADGRE5,18.9,0
NSRP1,18.9,0
DKC1,18.9,0
ERCC5,18.9,0
HLX,18.9,0
AEBP2,18.9,0
SGSM2,18.9,0
OTUD4,18.9,0
MOAP1,18.9,0
DHRS13,18.9,0
ATG16L2,18.9,0
SMIM4,18.9,0
PRKRA,18.9,0
CEP63,18.9,0
TANGO2,18.9,0
C2orf72,18.9,0
IGHV3-7,18.9,0
SYNJ2BP,18.9,0
TBC1D2,18.8,0
ANXA13,18.8,0
ACTR3C,18.8,0
TSPAN14,18.8,0
CPSF6,18.8,0
DYM,18.8,0
EIF2B5,18.8,0
THRB,18.8,0
E4F1,18.8,0
FEM1B,18.8,0
ZNF680,18.8,0
SART1,18.8,0
F8,18.8,0
MARCHF5,18.8,0
ENSG00000260914,18.8,0
CCL20,18.7,0
PLA2G12A,18.7,0
RPP38,18.7,0
USP25,18.7,0
DNAJB4,18.7,0
IGFBP6,18.7,0
EXOSC10,18.7,0
DHX36,18.7,0
NUDT14,18.7,0
CENATAC,18.7,0
RALBP1,18.6,0
ASAP3,18.6,0
ZNF302,18.6,0
DNTTIP1,18.6,0
ARRDC2,18.6,0
CPSF3,18.6,0
SPART,18.6,0
GOLM1,18.6,0
RTF1,18.6,0
GPN2,18.6,0
PPRC1,18.6,0
ZNF3,18.6,0
ATPAF2,18.6,0
SPTLC3,18.6,0
GALNT11,18.6,0
HMGN4,18.6,0
PLAUR,18.5,0
NFATC3,18.5,0
CLCN3,18.5,0
RAB35,18.5,0
ABTB1,18.5,0
CD48,18.5,0
RCN2,18.5,0
ZNF644,18.5,0
RNF113A,18.5,0
VAMP1,18.5,0
DYRK1A,18.5,0
RSPRY1,18.5,0
NINJ2,18.5,0
B4GAT1,18.5,0
C3orf85,18.5,0
PALS1,18.4,0
AKNA,18.4,0
RNF170,18.4,0
AOC3,18.4,0
TMEM128,18.4,0
ALOX5AP,18.4,0
UTP4,18.4,0
ARL14EP,18.4,0
ARHGAP35,18.4,0
CPSF2,18.4,0
TEF,18.4,0
CCDC14,18.4,0
THAP5,18.4,0
KRT10,18.4,0
C8orf76,18.4,0
ANGEL1,18.3,0
ELMO2,18.3,0
ACTR6,18.3,0
SARS2,18.3,0
OAS2,18.3,0
MEF2D,18.3,0
IPO13,18.3,0
TAPBPL,18.3,0
OSMR,18.3,0
TMEM138,18.3,0
LIMS1,18.3,0
YPEL2,18.3,0
MAGEH1,18.3,0
LTB4R,18.3,0
CHPF2,18.2,0
TFIP11,18.2,0
TMEM87A,18.2,0
MSH6,18.2,0
EXOSC8,18.2,0
IER3IP1,18.2,0
ENSG00000144785,18.2,0
APIP,18.2,0
PHKG2,18.2,0
XKR8,18.2,0
CUL4B,18.2,0
TMEM69,18.2,0
MTMR14,18.2,0
GYG1,18.2,0
DPY19L1,18.2,0
ACSF3,18.2,0
GATD1,18.2,0
MAPKAPK5,18.1,0
NBN,18.1,0
MAPKAPK3,18.1,0
RAB29,18.1,0
MTRR,18.1,0
STYXL1,18.1,0
NOTCH2,18.1,0
APLNR,18.1,0
TMEM165,18.1,0
KCNMA1,18.1,0
ZFYVE19,18.1,0
COX11,18.1,0
RIPK4,18.1,0
UBQLN2,18.1,0
AGPS,18,0
SYNE2,18,0
SNRNP40,18,0
ATP2B1,18,0
COBL,18,0
XPNPEP1,18,0
ACCS,18,0
PTPN6,18,0
NSL1,18,0
RAC2,18,0
XPO7,18,0
SEC14L4,18,0
WDTC1,18,0
MRPS5,18,0
POLR2D,18,0
WWC2,18,0
GABPA,18,0
PCDH1,18,0
SPPL3,18,0
OXLD1,18,0
ZNF580,18,0
ATP6V1H,17.9,0
DHX8,17.9,0
MLH1,17.9,0
OSBPL8,17.9,0
SOD3,17.9,0
OGG1,17.9,0
IRF2BPL,17.9,0
MRPS14,17.9,0
CAPN7,17.9,0
CEP20,17.9,0
NUP54,17.9,0
RMC1,17.9,0
EPHA2,17.9,0
ZNF385B,17.9,0
NR4A2,17.9,0
MYO5B,17.9,0
LRRC45,17.9,0
BPTF,17.9,0
GAS2L1,17.9,0
SOWAHB,17.9,0
PRR5,17.9,0
MICAL3,17.9,0
ALG11,17.9,0
PIGQ,17.8,0
MAST2,17.8,0
TBC1D10A,17.8,0
KHNYN,17.8,0
TJP1,17.8,0
TNPO2,17.8,0
FTSJ3,17.8,0
THEMIS2,17.8,0
TSPAN31,17.8,0
FAM149B1,17.8,0
CXCL9,17.8,0
PTGR2,17.8,0
EAF1,17.8,0
FHIP2A,17.8,0
ING1,17.8,0
IP6K3,17.8,0
ZNF691,17.8,0
ADCY1,17.8,0
TNXB,17.8,0
ZBTB33,17.8,0
MOB2,17.8,0
ATL3,17.8,0
DGAT1,17.8,0
RTL8A,17.8,0
RDH14,17.8,0
BTN3A1,17.7,0
USP2,17.7,0
NOP14,17.7,0
DHRS12,17.7,0
RREB1,17.7,0
ERMARD,17.7,0
NOL11,17.7,0
TMEM204,17.7,0
ABCB10,17.7,0
PIP5K1A,17.7,0
PSD3,17.7,0
CYGB,17.7,0
GHDC,17.7,0
TCEAL1,17.7,0
MUC20,17.7,0
D2HGDH,17.7,0
TCP10L,17.7,0
MPV17L2,17.7,0
SHB,17.6,0
LZTS2,17.6,0
ECD,17.6,0
ZNF576,17.6,0
TRIM5,17.6,0
XPA,17.6,0
IQGAP1,17.6,0
CHCHD4,17.6,0
FRAT2,17.6,0
ZNF875,17.6,0
DIPK2A,17.6,0
YBEY,17.6,0
TMLHE,17.6,0
H4C11,17.6,0
WWP2,17.6,0
PLPP6,17.6,0
IGHV1-2,17.6,0
PEDS1,17.6,0
MBTPS2,17.5,0
METTL1,17.5,0
WIPI1,17.5,0
SMC1A,17.5,0
UIMC1,17.5,0
SLC15A1,17.5,0
CDC5L,17.5,0
CTCF,17.5,0
NPRL3,17.5,0
MED25,17.5,0
GTPBP10,17.5,0
GOLT1B,17.5,0
LMAN2L,17.5,0
VHL,17.5,0
BIVM,17.5,0
SECISBP2L,17.5,0
DYNC1LI1,17.5,0
CFAP97,17.5,0
IFTAP,17.5,0
CTC1,17.5,0
ZDHHC18,17.5,0
UBXN2B,17.5,0
PLA2G4B,17.5,0
NBPF19,17.5,0
BLTP2,17.4,0
AGA,17.4,0
LTBP1,17.4,0
RIOK2,17.4,0
JMJD6,17.4,0
IFT27,17.4,0
HDAC10,17.4,0
GMNN,17.4,0
ZBTB17,17.4,0
EPS15L1,17.4,0
SAE1,17.4,0
SLC26A1,17.4,0
HERC4,17.4,0
IMMP1L,17.4,0
PIP4K2A,17.4,0
FUBP1,17.4,0
KCTD5,17.4,0
OXSR1,17.4,0
MCMBP,17.4,0
GH1,17.4,0
GDF2,17.4,0
GYG2,17.3,0
HLTF,17.3,0
SNTA1,17.3,0
PLA2G15,17.3,0
HDDC2,17.3,0
RRAGC,17.3,0
TOR1B,17.3,0
THAP12,17.3,0
ZYG11B,17.3,0
WASHC5,17.3,0
FAM111A,17.3,0
USP39,17.3,0
DNAJC22,17.3,0
TDRP,17.3,0
ZBTB10,17.3,0
DPP3,17.3,0
TUBG2,17.2,0
GCN1,17.2,0
ARFGAP1,17.2,0
MOGAT3,17.2,0
BRIX1,17.2,0
PDCL3,17.2,0
DDX59,17.2,0
MTRFR,17.2,0
ACTR10,17.2,0
TPP2,17.2,0
TAOK3,17.2,0
MAP7,17.2,0
BZW2,17.2,0
ZNF189,17.2,0
GIPC2,17.2,0
DUSP11,17.2,0
ATG12,17.2,0
FNDC5,17.2,0
OSGIN2,17.2,0
RRM1,17.2,0
LSM3,17.2,0
TNFRSF10D,17.2,0
FAM156B,17.2,0
FAM120AOS,17.2,0
IGHV3-48,17.2,0
RBM12,17.2,0
CTNS,17.1,0
CYFIP2,17.1,0
ATP11B,17.1,0
GNB5,17.1,0
STX7,17.1,0
ABL1,17.1,0
COQ8B,17.1,0
PANK2,17.1,0
STX17,17.1,0
HIKESHI,17.1,0
PAFAH2,17.1,0
TMEM143,17.1,0
VPS72,17.1,0
PCOLCE2,17.1,0
UBLCP1,17.1,0
SVBP,17.1,0
CIBAR1,17.1,0
CCNT2,17,0
ITPKC,17,0
L3MBTL2,17,0
MED31,17,0
DPF2,17,0
VARS2,17,0
GPAT3,17,0
ETNK1,17,0
PELP1,17,0
TAOK2,17,0
TRAPPC8,17,0
SH3BP5L,17,0
SUZ12,17,0
APOO,17,0
C22orf39,17,0
FMC1-LUC7L2,17,0
EIPR1,16.9,0
EXOSC7,16.9,0
GTPBP1,16.9,0
ATG4A,16.9,0
AAGAB,16.9,0
ZMIZ2,16.9,0
PAIP2B,16.9,0
MFAP1,16.9,0
SPAG16,16.9,0
FBXO38,16.9,0
IPMK,16.9,0
PBX3,16.9,0
ZNF226,16.9,0
GOLGB1,16.9,0
H2BC21,16.9,0
FNBP1,16.9,0
DCTN1,16.9,0
ZNF263,16.8,0
YAF2,16.8,0
RBM7,16.8,0
WDFY1,16.8,0
CYP26A1,16.8,0
COA1,16.8,0
ATAD1,16.8,0
FGD4,16.8,0
SMG1,16.8,0
ATMIN,16.8,0
MTM1,16.8,0
ZNRF1,16.8,0
ATP6V0A1,16.7,0
ADAT1,16.7,0
SLK,16.7,0
SCAMP1,16.7,0
CCNK,16.7,0
CBX7,16.7,0
GCK,16.7,0
NFKB1,16.7,0
PPP2R5D,16.7,0
TBC1D7,16.7,0
KRBOX4,16.7,0
GFRA1,16.7,0
TMEM251,16.7,0
SUPV3L1,16.7,0
HIPK1,16.7,0
SLC25A32,16.7,0
C5AR1,16.7,0
CRYZL1,16.7,0
IGKV1-9,16.7,0
SLC8B1,16.6,0
PICK1,16.6,0
MREG,16.6,0
DDX27,16.6,0
MRS2,16.6,0
SLC44A2,16.6,0
EXOC4,16.6,0
TRIM21,16.6,0
KLB,16.6,0
APPL2,16.6,0
CCDC115,16.6,0
RIPK1,16.6,0
TPGS1,16.6,0
ANKRD40,16.6,0
NSMCE2,16.6,0
RGS12,16.6,0
ALKBH3,16.6,0
RBPJ,16.6,0
POLR1C,16.6,0
GPC6,16.6,0
MORN2,16.6,0
SLC35F6,16.6,0
ACBD6,16.6,0
IGKV1-12,16.6,0
CWC25,16.6,0
MAPK9,16.5,0
ATG5,16.5,0
TLE2,16.5,0
TRO,16.5,0
DPYSL2,16.5,0
SEMA4G,16.5,0
ANKRD54,16.5,0
SRPX,16.5,0
UBR5,16.5,0
WDR75,16.5,0
PARP2,16.5,0
MTO1,16.5,0
DDX46,16.5,0
TRAPPC14,16.5,0
GPATCH4,16.5,0
CFAP36,16.5,0
APOLD1,16.5,0
C1orf174,16.5,0
CDKN2AIPNL,16.5,0
PPIL3,16.5,0
RHBDD3,16.4,0
SEC23IP,16.4,0
SLC17A5,16.4,0
KIAA1217,16.4,0
SLC22A23,16.4,0
CPEB2,16.4,0
FCHSD2,16.4,0
HDAC8,16.4,0
SAV1,16.4,0
TNFSF13,16.4,0
TTC7B,16.4,0
CDKN2AIP,16.4,0
PPIH,16.4,0
SMIM1,16.4,0
TAB1,16.3,0
ASB9,16.3,0
SYT17,16.3,0
TBC1D13,16.3,0
SH2B3,16.3,0
L3HYPDH,16.3,0
NIBAN2,16.3,0
FBXO28,16.3,0
MINDY3,16.3,0
SAMSN1,16.3,0
SCAF4,16.3,0
SLC66A3,16.3,0
SMC6,16.3,0
RNF25,16.3,0
ORC5,16.3,0
VWCE,16.3,0
THAP11,16.3,0
CLDN5,16.3,0
SLC7A9,16.2,0
GEMIN8,16.2,0
PRKAB1,16.2,0
TFDP2,16.2,0
MRM2,16.2,0
PPARG,16.2,0
INPP5K,16.2,0
MMACHC,16.2,0
KATNBL1,16.2,0
FTO,16.2,0
C18orf21,16.2,0
ADAMTSL4,16.2,0
MIOS,16.2,0
KDM2A,16.2,0
TBK1,16.2,0
FAM110C,16.2,0
RNFT1,16.2,0
TRIM15,16.2,0
STARD3NL,16.1,0
UBR2,16.1,0
TOP3B,16.1,0
DRG2,16.1,0
HDAC5,16.1,0
GTF2H1,16.1,0
RRP9,16.1,0
RAB3GAP1,16.1,0
NIP7,16.1,0
UACA,16.1,0
MITD1,16.1,0
PCSK7,16.1,0
ALDH16A1,16.1,0
SCNM1,16.1,0
CCR1,16.1,0
KCTD6,16.1,0
S100A14,16.1,0
VPS16,16.1,0
DNASE1L1,16,0
GGT7,16,0
RPA1,16,0
PPP1R18,16,0
CARNMT1,16,0
TMX3,16,0
GPR183,16,0
CANT1,16,0
C8orf33,16,0
TCN2,16,0
GJA4,16,0
FYB2,16,0
RPF2,16,0
IGLV1-44,16,0
NBPF11,16,0
UPF1,15.9,0
THUMPD1,15.9,0
PUM3,15.9,0
ZC3HC1,15.9,0
MIEF1,15.9,0
UBFD1,15.9,0
GIMAP2,15.9,0
RECQL5,15.9,0
TP53I3,15.9,0
IL1RL1,15.9,0
IFT46,15.9,0
FBXL8,15.9,0
PPP3CA,15.9,0
NRG1,15.9,0
PSKH1,15.9,0
LETM1,15.9,0
CHRNB1,15.9,0
EIF1AD,15.9,0
KMT5A,15.9,0
SP1,15.9,0
CHUK,15.9,0
ESR1,15.8,0
SLC25A17,15.8,0
RABGGTA,15.8,0
ARMC8,15.8,0
ARID1A,15.8,0
ZCCHC17,15.8,0
MBD2,15.8,0
TCF7L2,15.8,0
OXNAD1,15.8,0
SELENON,15.8,0
BROX,15.8,0
MARCHF8,15.8,0
TRAPPC11,15.8,0
CLCN5,15.8,0
DCAKD,15.8,0
PLEKHF2,15.8,0
GTF2IRD2,15.8,0
TSEN15,15.8,0
HLA-DMA,15.8,0
LYRM4,15.8,0
ZZZ3,15.7,0
CAPN15,15.7,0
PANX1,15.7,0
MIIP,15.7,0
KLHL12,15.7,0
RHOT1,15.7,0
ARHGAP29,15.7,0
GLCE,15.7,0
PKP4,15.7,0
NMT2,15.7,0
SMARCA5,15.7,0
NEIL2,15.7,0
SLA,15.7,0
ANKRD9,15.7,0
BAG4,15.7,0
CWC22,15.7,0
MIS12,15.7,0
CDC40,15.7,0
DENND4A,15.7,0
UTP11,15.7,0
TMEM186,15.7,0
ANKRD39,15.7,0
SART3,15.6,0
DIS3,15.6,0
MFSD11,15.6,0
SETX,15.6,0
USP35,15.6,0
CISD1,15.6,0
BAZ2B,15.6,0
PTPRB,15.6,0
RAMP2,15.6,0
MED6,15.6,0
TLR4,15.6,0
PRPF4,15.6,0
NAA30,15.6,0
TP53,15.6,0
RSU1,15.6,0
MTMR12,15.6,0
UPF2,15.6,0
FAM151A,15.6,0
USF3,15.6,0
ACOT4,15.6,0
RNPC3,15.6,0
LRBA,15.6,0
FOXJ3,15.6,0
LYRM9,15.6,0
NOL12,15.6,0
SAMD4A,15.5,0
CLEC16A,15.5,0
RIPOR1,15.5,0
TMEM161A,15.5,0
PSME4,15.5,0
KIFAP3,15.5,0
PHLPP1,15.5,0
GNPDA1,15.5,0
THADA,15.5,0
FAM20B,15.5,0
TBC1D20,15.5,0
RAB3IP,15.5,0
RNF6,15.5,0
PTCD3,15.5,0
VEZF1,15.5,0
PPA2,15.5,0
NPEPPS,15.5,0
COP1,15.5,0
EPHA1,15.5,0
NSD3,15.5,0
PIGF,15.5,0
RAB33B,15.5,0
SLC38A9,15.5,0
NBPF12,15.5,0
MLLT10,15.4,0
RAE1,15.4,0
REG1A,15.4,0
AP3B1,15.4,0
ROCK2,15.4,0
PAN2,15.4,0
NCBP1,15.4,0
MFGE8,15.4,0
PARN,15.4,0
TXNL4B,15.4,0
SLC39A6,15.4,0
USP6NL,15.4,0
ANK3,15.4,0
SPIDR,15.4,0
AVEN,15.4,0
FAM174A,15.4,0
SETD2,15.4,0
SLX1B,15.4,0
SMDT1,15.4,0
PTRH1,15.4,0
C1orf53,15.4,0
TRAC,15.4,0
GOPC,15.3,0
CDK17,15.3,0
BCL2L13,15.3,0
PIAS4,15.3,0
GAR1,15.3,0
CLEC2B,15.3,0
ACVR1,15.3,0
SLC12A4,15.3,0
CD93,15.3,0
CLPS,15.3,0
HS2ST1,15.3,0
DEPTOR,15.3,0
HEXD,15.3,0
ZNHIT2,15.3,0
GSAP,15.3,0
GATC,15.3,0
FAM114A2,15.2,0
AAAS,15.2,0
COG4,15.2,0
GRWD1,15.2,0
DDX50,15.2,0
WBP4,15.2,0
USP30,15.2,0
RGL1,15.2,0
TIMD4,15.2,0
ZNF33A,15.2,0
IGHV2-5,15.2,0
KLHL20,15.1,0
SEC22C,15.1,0
MAP3K8,15.1,0
XRN1,15.1,0
WDR48,15.1,0
CCDC91,15.1,0
CDK2,15.1,0
KRT7,15.1,0
ITGAV,15.1,0
SLC25A26,15.1,0
LRRC3,15.1,0
NIPAL1,15.1,0
PBRM1,15.1,0
TOPORS,15.1,0
TUSC1,15.1,0
KPNA6,15,0
SPI1,15,0
SPAG5,15,0
PPP2R3C,15,0
PYCR3,15,0
PPP1R37,15,0
TGFB1,15,0
PLEKHA4,15,0
UNC93B1,15,0
EXOSC9,15,0
SMYD5,15,0
PIGC,15,0
ADAM10,15,0
C9orf72,15,0
MED21,15,0
CC2D1B,15,0
FDXR,15,0
HEPACAM,15,0
COG1,15,0
FADD,15,0
MAN1B1,15,0
ZHX2,15,0
MFSD5,15,0
AGAP4,15,0
ENTPD8,15,0
PIGN,15,0
GPANK1,15,0
RPUSD1,14.9,0
AKAP8L,14.9,0
TRAM2,14.9,0
CSNK2A2,14.9,0
MOCOS,14.9,0
ATG16L1,14.9,0
SRPK1,14.9,0
TBL1X,14.9,0
C17orf75,14.9,0
PHF12,14.9,0
PDGFRA,14.9,0
KIF13A,14.9,0
BCL2A1,14.9,0
MINDY1,14.9,0
TBC1D2B,14.9,0
TMEM126B,14.9,0
WASHC2C,14.9,0
RUVBL1,14.9,0
TRDJ1,14.9,0
IGLL5,14.9,0
DUSP14,14.9,0
IDS,14.8,0
VRK2,14.8,0
IFT88,14.8,0
DHX32,14.8,0
RNF31,14.8,0
TRPM4,14.8,0
MPHOSPH6,14.8,0
ZNF7,14.8,0
CAMK2G,14.8,0
JAZF1,14.8,0
DPY19L4,14.8,0
PDZD8,14.8,0
TADA2B,14.8,0
AP1S2,14.8,0
RWDD4,14.8,0
PSMG1,14.8,0
CCDC137,14.8,0
PLSCR3,14.8,0
KCTD21,14.8,0
SDAD1,14.8,0
INPP5B,14.8,0
GIGYF2,14.8,0
AP1G2,14.8,0
FAM133B,14.8,0
ZBED5,14.8,0
PIP4K2B,14.8,0
KDM1A,14.7,0
RECQL,14.7,0
TNFRSF1B,14.7,0
MAVS,14.7,0
TOX4,14.7,0
WASHC2A,14.7,0
PRODH,14.7,0
TAF1C,14.7,0
FBXO31,14.7,0
TMEM104,14.7,0
WIPF1,14.7,0
RCOR3,14.7,0
PTK2B,14.7,0
NCOA5,14.7,0
MED18,14.7,0
ORC3,14.7,0
NPC1,14.7,0
ADAM15,14.7,0
CDC42BPA,14.7,0
FEM1C,14.7,0
TMEM181,14.7,0
BIN3,14.7,0
PPP2R5E,14.7,0
RNF20,14.7,0
GATAD1,14.7,0
LRWD1,14.7,0
SLC4A1AP,14.7,0
UBTD2,14.7,0
STX18,14.7,0
CTNNBIP1,14.7,0
METTL9,14.7,0
SLC48A1,14.7,0
GPSM3,14.7,0
NUMBL,14.6,0
DNAJC2,14.6,0
MAPK8,14.6,0
WSB1,14.6,0
FBXL4,14.6,0
UXS1,14.6,0
TBC1D5,14.6,0
SKIL,14.6,0
APTX,14.6,0
HIRIP3,14.6,0
CDK5,14.6,0
AKIP1,14.6,0
ELMOD2,14.6,0
TRAK1,14.6,0
SP140L,14.6,0
EHD2,14.5,0
GYS1,14.5,0
PPWD1,14.5,0
ARHGEF26,14.5,0
PTBP3,14.5,0
RHOQ,14.5,0
PARP6,14.5,0
CPNE8,14.5,0
TMEM50B,14.5,0
LTO1,14.5,0
DLAT,14.5,0
NTAN1,14.5,0
TLCD1,14.5,0
PCF11,14.5,0
CKB,14.5,0
ENDOV,14.5,0
EP400,14.5,0
KLHL25,14.5,0
C19orf54,14.5,0
IARS1,14.5,0
UMAD1,14.5,0
DERPC,14.5,0
RPAP3,14.4,0
TPR,14.4,0
MKRN2,14.4,0
DIMT1,14.4,0
EP300,14.4,0
SPG11,14.4,0
ATE1,14.4,0
MS4A4A,14.4,0
DDX55,14.4,0
AMOTL2,14.4,0
C2orf42,14.4,0
TRAF2,14.4,0
CASP9,14.4,0
CAPN10,14.4,0
PI4K2A,14.4,0
ARFIP1,14.4,0
FAM104B,14.4,0
CIPC,14.4,0
SCAF8,14.4,0
SIPA1,14.4,0
C6orf226,14.4,0
POLR2M,14.4,0
HFE,14.3,0
GNAI3,14.3,0
GPKOW,14.3,0
ANKRD13A,14.3,0
ZSCAN18,14.3,0
MAU2,14.3,0
C1QTNF6,14.3,0
COPS7B,14.3,0
RNF145,14.3,0
DPH3,14.3,0
PPP4R1,14.3,0
PDE6D,14.3,0
RAB8B,14.3,0
GTF2IRD2B,14.3,0
SMTN,14.3,0
IER5L,14.3,0
BRD2,14.3,0
LST1,14.3,0
LBH,14.3,0
LY6G5B,14.3,0
NAA80,14.3,0
CCDC71L,14.3,0
DHRS11,14.3,0
ZNF839,14.2,0
DSG2,14.2,0
CDK13,14.2,0
ARFGEF1,14.2,0
ACOX3,14.2,0
PDRG1,14.2,0
TELO2,14.2,0
SLC38A7,14.2,0
RPS6KB1,14.2,0
DPH5,14.2,0
KDM6B,14.2,0
RANBP6,14.2,0
DENND4C,14.2,0
SLC15A4,14.2,0
VGLL4,14.2,0
WASF2,14.2,0
MED30,14.2,0
PLEKHA7,14.2,0
PUSL1,14.2,0
PHLDB3,14.2,0
SNX18,14.2,0
