GeneSymbol_Mouse,GeneSymbol_Human,Source,Daneman_Filter,In_Walchli_EC,In_Yang_EC,In_Winkler_EC,Human_BBB_Datasets_N
Itsn1,ITSN1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Ivns1abp,IVNS1ABP,Daneman,liver_only,TRUE,FALSE,FALSE,1
Jam2,JAM2,Daneman,liver_only,TRUE,FALSE,TRUE,2
Jam3,JAM3,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Jmy,JMY,Munji,NA,TRUE,FALSE,FALSE,1
Jun,JUN,Daneman,liver_only,TRUE,FALSE,TRUE,2
Junb,JUNB,Munji,NA,TRUE,FALSE,TRUE,2
Jund,JUND,Munji,NA,TRUE,TRUE,TRUE,3
Kbtbd11,KBTBD11,Munji,NA,TRUE,FALSE,FALSE,1
Kbtbd7,KBTBD7,Daneman,liver_only,TRUE,FALSE,FALSE,1
Kcnd3,KCND3,Munji,NA,TRUE,FALSE,FALSE,1
Kcne4,KCNE4,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Kcnj2,KCNJ2,Munji,NA,TRUE,FALSE,TRUE,2
Kcnj8,KCNJ8,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Kcnk6,KCNK6,Daneman,liver_only,TRUE,FALSE,FALSE,1
Kcnq1,KCNQ1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Kcp,KCP,Munji,NA,TRUE,FALSE,FALSE,1
Kctd12,KCTD12,Daneman,liver_only,TRUE,FALSE,TRUE,2
Kctd17,KCTD17,Daneman,lung_only,TRUE,FALSE,FALSE,1
Kdelr2,KDELR2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Kdm5b,KDM5B,Munji,NA,TRUE,FALSE,FALSE,1
4930523C07Rik,KIAA0040,Daneman,liver_only,TRUE,FALSE,FALSE,1
2810417H13Rik,KIAA0101,Daneman,lung_only,FALSE,FALSE,FALSE,0
4933426M11Rik,KIAA0247,Daneman,liver_only,FALSE,FALSE,FALSE,0
2810403A07Rik,KIAA0907,Daneman,liver_only,FALSE,FALSE,FALSE,0
D930015E06Rik,KIAA0922,Daneman,lung_only,FALSE,FALSE,FALSE,0
9430020K01Rik,KIAA1462,Both,liver_only,FALSE,FALSE,FALSE,0
2810474O19Rik,KIAA1551,Daneman,liver_only,TRUE,FALSE,FALSE,1
Kif16b,KIF16B,Daneman,liver_only,TRUE,FALSE,FALSE,1
Kif1c,KIF1C,Munji,NA,TRUE,FALSE,FALSE,1
Kif23,KIF23,Munji,NA,TRUE,FALSE,FALSE,1
Kif26a,KIF26A,Munji,NA,TRUE,FALSE,FALSE,1
Kif3b,KIF3B,Munji,NA,TRUE,FALSE,FALSE,1
Kifc3,KIFC3,Daneman,liver_only,TRUE,FALSE,FALSE,1
Kit,KIT,Daneman,lung_only,TRUE,FALSE,FALSE,1
Kitl,KITLG,Daneman,liver_only,TRUE,FALSE,FALSE,1
Klf11,KLF11,Munji,NA,TRUE,FALSE,FALSE,1
Klf12,KLF12,Both,liver_only,TRUE,TRUE,FALSE,2
Klf13,KLF13,Munji,NA,TRUE,FALSE,FALSE,1
Klf4,KLF4,Daneman,liver_only,TRUE,FALSE,TRUE,2
Klf7,KLF7,Daneman,liver_only,TRUE,TRUE,TRUE,3
Klf9,KLF9,Daneman,liver_only,TRUE,FALSE,FALSE,1
Klhdc3,KLHDC3,Daneman,lung_only,TRUE,FALSE,FALSE,1
Klhl2,KLHL2,Daneman,liver_only,TRUE,FALSE,TRUE,2
Klhl5,KLHL5,Daneman,liver_only,TRUE,FALSE,TRUE,2
Kpna2,KPNA2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Kpnb1,KPNB1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Krt222,KRT222,Munji,NA,TRUE,FALSE,FALSE,1
Lactb,LACTB,Munji,NA,TRUE,FALSE,FALSE,1
Lama2,LAMA2,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2
Lama4,LAMA4,Daneman,lung_only,TRUE,FALSE,FALSE,1
Lama5,LAMA5,Daneman,liver_only,TRUE,FALSE,FALSE,1
Lamc3,LAMC3,Munji,NA,TRUE,FALSE,FALSE,1
Lancl3,LANCL3,Daneman,liver_only,TRUE,FALSE,FALSE,1
Laptm4b,LAPTM4B,Daneman,lung_only,TRUE,FALSE,FALSE,1
Laptm5,LAPTM5,Daneman,lung_only,TRUE,FALSE,FALSE,1
Lasp1,LASP1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Lats2,LATS2,Daneman,liver_only,TRUE,FALSE,FALSE,1
Layn,LAYN,Munji,NA,TRUE,FALSE,FALSE,1
Lcp1,LCP1,Daneman,lung_only,TRUE,FALSE,TRUE,2
Ldb2,LDB2,Daneman,lung_only,TRUE,FALSE,TRUE,2
Ldlrad3,LDLRAD3,Munji,NA,TRUE,FALSE,TRUE,2
Lef1,LEF1,Munji,NA,TRUE,TRUE,TRUE,3
Leprotl1,LEPROTL1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Lgals1,LGALS1,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2
Lgals3bp,LGALS3BP,Daneman,liver_only,TRUE,FALSE,FALSE,1
Lgals7,LGALS7,Daneman,liver_and_lung,FALSE,FALSE,FALSE,0
Lgals7,LGALS7B,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Lgmn,LGMN,Daneman,lung_only,TRUE,FALSE,FALSE,1
Lgr4,LGR4,Munji,NA,TRUE,FALSE,FALSE,1
Lhfp,LHFP,Daneman,liver_and_lung,FALSE,FALSE,FALSE,0
Lifr,LIFR,Daneman,liver_only,TRUE,TRUE,TRUE,3
Lims2,LIMS2,Daneman,liver_only,TRUE,FALSE,TRUE,2
Lin7a,LIN7A,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Litaf,LITAF,Daneman,lung_only,TRUE,FALSE,TRUE,2
Lmbr1,LMBR1,Daneman,lung_only,TRUE,FALSE,TRUE,2
Lmcd1,LMCD1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Lmo7,LMO7,Daneman,liver_only,TRUE,FALSE,FALSE,1
Lnpep,LNPEP,Daneman,liver_only,TRUE,FALSE,FALSE,1
Lnx2,LNX2,Both,liver_only,TRUE,FALSE,FALSE,1
6330403K07Rik,LOC728392,Munji,NA,FALSE,FALSE,FALSE,0
Lphn1,LPHN1,Daneman,lung_only,FALSE,FALSE,FALSE,0
Lphn3,LPHN3,Daneman,lung_only,FALSE,FALSE,FALSE,0
Lpp,LPP,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2
Lrch1,LRCH1,Daneman,liver_only,TRUE,FALSE,TRUE,2
Lrp1,LRP1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Lrp6,LRP6,Munji,NA,TRUE,FALSE,TRUE,2
Lrp8,LRP8,Munji,NA,TRUE,FALSE,TRUE,2
Lrrc47,LRRC47,Munji,NA,TRUE,FALSE,FALSE,1
Lrrc49,LRRC49,Both,liver_only,TRUE,FALSE,FALSE,1
Lrrk1,LRRK1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Lrrn3,LRRN3,Munji,NA,TRUE,FALSE,FALSE,1
Lsm4,LSM4,Daneman,lung_only,TRUE,FALSE,FALSE,1
Lsr,LSR,Munji,NA,TRUE,FALSE,TRUE,2
Ltbp3,LTBP3,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Ltbp4,LTBP4,Daneman,liver_only,TRUE,FALSE,TRUE,2
Ltbr,LTBR,Daneman,lung_only,TRUE,FALSE,FALSE,1
Luc7l2,LUC7L2,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Lxn,LXN,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ly6e,LY6E,Daneman,liver_only,TRUE,FALSE,TRUE,2
Ly75,LY75,Both,lung_only,TRUE,FALSE,FALSE,1
Ly96,LY96,Daneman,lung_only,TRUE,FALSE,FALSE,1
Lyn,LYN,Daneman,lung_only,TRUE,FALSE,TRUE,2
Lynx1,LYNX1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Lysmd2,LYSMD2,Daneman,liver_only,TRUE,FALSE,FALSE,1
Lzts1,LZTS1,Munji,NA,TRUE,FALSE,FALSE,1
M6pr,M6PR,Daneman,lung_only,TRUE,FALSE,FALSE,1
Mad2l1,MAD2L1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Maged2,MAGED2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Mal,MAL,Daneman,liver_only,TRUE,FALSE,FALSE,1
Man1a,MAN1A1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Man1c1,MAN1C1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Maoa,MAOA,Munji,NA,TRUE,FALSE,FALSE,1
Maob,MAOB,Both,liver_only,TRUE,FALSE,FALSE,1
Map2k5,MAP2K5,Daneman,lung_only,TRUE,FALSE,FALSE,1
Map4k4,MAP4K4,Daneman,lung_only,TRUE,FALSE,FALSE,1
Map4k5,MAP4K5,Daneman,lung_only,TRUE,FALSE,FALSE,1
Mapk11,MAPK11,Daneman,lung_only,TRUE,FALSE,FALSE,1
Mapk6,MAPK6,Daneman,lung_only,TRUE,FALSE,FALSE,1
Mapkbp1,MAPKBP1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Marcksl1,MARCKSL1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Marveld1,MARVELD1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Mast4,MAST4,Daneman,liver_only,TRUE,FALSE,TRUE,2
Mat2a,MAT2A,Daneman,liver_only,TRUE,FALSE,TRUE,2
Max,MAX,Munji,NA,TRUE,FALSE,FALSE,1
Mbd1,MBD1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Mboat1,MBOAT1,Munji,NA,TRUE,FALSE,FALSE,1
Mbp,MBP,Daneman,liver_only,TRUE,FALSE,TRUE,2
Mbtd1,MBTD1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Mcc,MCC,Daneman,liver_only,TRUE,FALSE,TRUE,2
Mcf2l,MCF2L,Both,liver_only,TRUE,FALSE,TRUE,2
Mcl1,MCL1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Mcm2,MCM2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Mcm3,MCM3,Daneman,lung_only,TRUE,FALSE,FALSE,1
Mcm5,MCM5,Daneman,lung_only,TRUE,FALSE,FALSE,1
Mcm7,MCM7,Daneman,lung_only,TRUE,FALSE,FALSE,1
Mdh1,MDH1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Mdk,MDK,Daneman,lung_only,TRUE,FALSE,TRUE,2
Mecp2,MECP2,Daneman,liver_only,TRUE,FALSE,FALSE,1
Meox1,MEOX1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Mertk,MERTK,Daneman,liver_only,TRUE,TRUE,TRUE,3
Mest,MEST,Daneman,lung_only,TRUE,FALSE,FALSE,1
Metap2,METAP2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Mfap3l,MFAP3L,Daneman,lung_only,TRUE,FALSE,FALSE,1
Mfhas1,MFHAS1,Munji,NA,TRUE,FALSE,FALSE,1
Mfsd2a,MFSD2A,Munji,NA,TRUE,FALSE,TRUE,2
Mfsd4,MFSD4,Munji,NA,FALSE,FALSE,FALSE,0
Mgp,MGP,Daneman,liver_only,TRUE,FALSE,TRUE,2
Mgst1,MGST1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Mier1,MIER1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Mif,MIF,Daneman,lung_only,TRUE,FALSE,FALSE,1
Mif4gd,MIF4GD,Munji,NA,TRUE,FALSE,FALSE,1
Mink1,MINK1,Munji,NA,TRUE,FALSE,FALSE,1
Minpp1,MINPP1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Mipol1,MIPOL1,Munji,NA,TRUE,FALSE,FALSE,1
Mki67,MKI67,Daneman,lung_only,TRUE,FALSE,FALSE,1
Mkl2,MKL2,Both,liver_only,TRUE,TRUE,FALSE,2
Mkrn1,MKRN1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Mllt11,MLLT11,Munji,NA,TRUE,FALSE,FALSE,1
Mmd,MMD,Daneman,lung_only,TRUE,FALSE,FALSE,1
Mmp15,MMP15,Daneman,lung_only,TRUE,FALSE,FALSE,1
Mmp2,MMP2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Mmp23,MMP23B,Munji,NA,TRUE,FALSE,FALSE,1
Mmp25,MMP25,Munji,NA,TRUE,FALSE,FALSE,1
Mmrn1,MMRN1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Mob3b,MOB3B,Munji,NA,TRUE,FALSE,TRUE,2
Morc3,MORC3,Daneman,liver_only,TRUE,FALSE,FALSE,1
Morf4l2,MORF4L2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Mospd2,MOSPD2,Daneman,liver_only,TRUE,FALSE,FALSE,1
Mrpl2,MRPL2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Mrpl20,MRPL20,Daneman,lung_only,TRUE,FALSE,FALSE,1
Mrpl27,MRPL27,Daneman,lung_only,TRUE,FALSE,FALSE,1
Mrp63,MRPL57,Daneman,lung_only,TRUE,FALSE,FALSE,1
Mrps28,MRPS28,Daneman,lung_only,TRUE,FALSE,FALSE,1
Mta1,MTA1,Munji,NA,TRUE,FALSE,FALSE,1
Mtch1,MTCH1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Mtfr1,MTFR1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Mtmr6,MTMR6,Munji,NA,TRUE,FALSE,FALSE,1
Mtmr9,MTMR9,Daneman,liver_only,TRUE,FALSE,FALSE,1
Mtus1,MTUS1,Daneman,liver_only,TRUE,FALSE,TRUE,2
Mtx2,MTX2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Murc,MURC,Munji,NA,FALSE,FALSE,FALSE,0
Mvp,MVP,Daneman,liver_only,TRUE,FALSE,FALSE,1
Mxd3,MXD3,Munji,NA,TRUE,FALSE,FALSE,1
Mxra8,MXRA8,Daneman,lung_only,TRUE,FALSE,FALSE,1
Myct1,MYCT1,Daneman,lung_only,TRUE,FALSE,TRUE,2
Myh10,MYH10,Daneman,lung_only,TRUE,FALSE,FALSE,1
Myl9,MYL9,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2
Mylk,MYLK,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2
Myo18a,MYO18A,Daneman,lung_only,TRUE,FALSE,FALSE,1
Myo1b,MYO1B,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Myo1d,MYO1D,Daneman,liver_only,TRUE,FALSE,FALSE,1
Myrip,MYRIP,Daneman,liver_only,TRUE,FALSE,TRUE,2
Naalad2,NAALAD2,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Nacc1,NACC1,Munji,NA,TRUE,FALSE,FALSE,1
Nanos1,NANOS1,Munji,NA,TRUE,FALSE,FALSE,1
Nap1l1,NAP1L1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Nap1l3,NAP1L3,Daneman,liver_only,TRUE,FALSE,FALSE,1
Napepld,NAPEPLD,Munji,NA,TRUE,FALSE,FALSE,1
Narf,NARF,Munji,NA,TRUE,FALSE,FALSE,1
Narg2,NARG2,Daneman,liver_only,FALSE,FALSE,FALSE,0
Nasp,NASP,Daneman,lung_only,TRUE,FALSE,FALSE,1
Cml1,NAT8B,Daneman,liver_only,TRUE,FALSE,FALSE,1
Nav2,NAV2,Munji,NA,TRUE,FALSE,FALSE,1
Nbeal2,NBEAL2,Daneman,liver_only,TRUE,FALSE,FALSE,1
Ncl,NCL,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ncoa1,NCOA1,Munji,NA,TRUE,FALSE,TRUE,2
Nde1,NDE1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Ndel1,NDEL1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Ndfip1,NDFIP1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ndn,NDN,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ndrg1,NDRG1,Both,liver_only,TRUE,FALSE,TRUE,2
Ndst1,NDST1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ndufa11,NDUFA11,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ndufb5,NDUFB5,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ndufs2,NDUFS2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ndufs4,NDUFS4,Daneman,lung_only,TRUE,FALSE,FALSE,1
Ndufv1,NDUFV1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Necap2,NECAP2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Nedd9,NEDD9,Daneman,liver_only,TRUE,FALSE,TRUE,2
Nek1,NEK1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Nek3,NEK3,Munji,NA,TRUE,FALSE,TRUE,2
Nek6,NEK6,Daneman,lung_only,TRUE,FALSE,FALSE,1
Nek7,NEK7,Daneman,liver_only,TRUE,TRUE,FALSE,2
Net1,NET1,Munji,NA,TRUE,FALSE,TRUE,2
Neurl2,NEURL2,Munji,NA,TRUE,FALSE,FALSE,1
Nfatc1,NFATC1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Nfatc2ip,NFATC2IP,Munji,NA,TRUE,FALSE,FALSE,1
Nfib,NFIB,Daneman,liver_only,TRUE,FALSE,TRUE,2
Nfic,NFIC,Munji,NA,TRUE,FALSE,FALSE,1
Nfix,NFIX,Daneman,liver_only,TRUE,FALSE,FALSE,1
Ngrn,NGRN,Daneman,liver_only,TRUE,FALSE,FALSE,1
Nhsl1,NHSL1,Munji,NA,TRUE,FALSE,FALSE,1
Nid1,NID1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Nid2,NID2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Nipa2,NIPA2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Nme1,NME1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Nomo1,NOMO1,Both,lung_only,TRUE,FALSE,FALSE,1
Nomo1,NOMO2,Both,lung_only,TRUE,FALSE,FALSE,1
Nomo1,NOMO3,Both,lung_only,TRUE,FALSE,FALSE,1
Notch3,NOTCH3,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2
Notum,NOTUM,Munji,NA,TRUE,FALSE,FALSE,1
Nov,NOV,Daneman,liver_only,TRUE,FALSE,FALSE,1
Npl,NPL,Daneman,lung_only,TRUE,FALSE,FALSE,1
Npm1,NPM1,Daneman,lung_only,TRUE,FALSE,TRUE,2
Npnt,NPNT,Daneman,lung_only,TRUE,FALSE,FALSE,1
Npr2,NPR2,Daneman,liver_only,TRUE,FALSE,FALSE,1
Nr1d1,NR1D1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Nr2f1,NR2F1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Nr2f2,NR2F2,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2
Nr2f6,NR2F6,Daneman,lung_only,TRUE,FALSE,FALSE,1
Nr3c1,NR3C1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Nr4a1,NR4A1,Munji,NA,TRUE,FALSE,TRUE,2
Nrarp,NRARP,Daneman,lung_only,TRUE,FALSE,FALSE,1
Nrip1,NRIP1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Nrp2,NRP2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Nsmce1,NSMCE1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Nsun5,NSUN5,Munji,NA,TRUE,FALSE,FALSE,1
Nt5c2,NT5C2,Both,liver_only,TRUE,FALSE,FALSE,1
Ntn1,NTN1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Ntn4,NTN4,Daneman,liver_only,TRUE,FALSE,TRUE,2
Nubpl,NUBPL,Daneman,lung_only,TRUE,FALSE,FALSE,1
Nudt12,NUDT12,Munji,NA,TRUE,FALSE,FALSE,1
Nudt21,NUDT21,Daneman,lung_only,TRUE,FALSE,FALSE,1
Nup210,NUP210,Daneman,lung_only,TRUE,FALSE,FALSE,1
Nup98,NUP98,Daneman,liver_only,TRUE,FALSE,FALSE,1
Oas1a,OAS1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Oaz1,OAZ1,Daneman,lung_only,TRUE,FALSE,TRUE,2
Ocln,OCLN,Munji,NA,TRUE,FALSE,TRUE,2
Ogn,OGN,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Ogt,OGT,Daneman,liver_only,TRUE,FALSE,FALSE,1
Olfm1,OLFM1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Oraov1,ORAOV1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Osbpl1a,OSBPL1A,Both,liver_only,TRUE,FALSE,FALSE,1
Osbpl2,OSBPL2,Daneman,liver_only,TRUE,FALSE,FALSE,1
Osbpl9,OSBPL9,Daneman,liver_only,TRUE,FALSE,FALSE,1
Otud1,OTUD1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Otud7b,OTUD7B,Munji,NA,TRUE,FALSE,FALSE,1
Oxa1l,OXA1L,Daneman,lung_only,TRUE,FALSE,FALSE,1
Oxr1,OXR1,Daneman,liver_only,TRUE,FALSE,FALSE,1
P2rx4,P2RX4,Daneman,liver_only,TRUE,FALSE,FALSE,1
P2ry14,P2RY14,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
P4ha1,P4HA1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Pacsin3,PACSIN3,Daneman,liver_only,TRUE,FALSE,FALSE,1
Palm,PALM,Daneman,liver_only,TRUE,FALSE,FALSE,1
Palmd,PALMD,Munji,NA,TRUE,FALSE,TRUE,2
Paqr5,PAQR5,Both,liver_only,TRUE,FALSE,FALSE,1
Pard6g,PARD6G,Daneman,lung_only,TRUE,FALSE,FALSE,1
Parp12,PARP12,Daneman,liver_only,TRUE,FALSE,TRUE,2
Parp14,PARP14,Daneman,liver_only,TRUE,FALSE,TRUE,2
Parp9,PARP9,Daneman,liver_only,TRUE,FALSE,TRUE,2
Parva,PARVA,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Parvb,PARVB,Munji,NA,TRUE,TRUE,TRUE,3
Patz1,PATZ1,Munji,NA,TRUE,FALSE,FALSE,1
Pbx1,PBX1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Pcx,PC,Both,lung_only,TRUE,FALSE,FALSE,1
Pcca,PCCA,Munji,NA,TRUE,FALSE,TRUE,2
Pcdh12,PCDH12,Daneman,lung_only,TRUE,FALSE,FALSE,1
Pcdh17,PCDH17,Daneman,lung_only,TRUE,FALSE,TRUE,2
Pcdh19,PCDH19,Munji,NA,TRUE,FALSE,FALSE,1
Pcgf5,PCGF5,Daneman,liver_only,TRUE,FALSE,FALSE,1
Pcmtd1,PCMTD1,Munji,NA,TRUE,FALSE,TRUE,2
Pcmtd2,PCMTD2,Daneman,liver_only,TRUE,FALSE,FALSE,1
Pcolce,PCOLCE,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Pde2a,PDE2A,Daneman,liver_only,TRUE,FALSE,FALSE,1
Pde3b,PDE3B,Daneman,lung_only,TRUE,FALSE,FALSE,1
Pde4b,PDE4B,Daneman,lung_only,TRUE,FALSE,TRUE,2
Pde8b,PDE8B,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Pdgfrb,PDGFRB,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2
Pdia3,PDIA3,Daneman,lung_only,TRUE,FALSE,FALSE,1
Pdik1l,PDIK1L,Daneman,liver_only,TRUE,FALSE,FALSE,1
Pdk2,PDK2,Munji,NA,TRUE,FALSE,FALSE,1
Pdlim5,PDLIM5,Daneman,liver_only,TRUE,FALSE,FALSE,1
Pdlim7,PDLIM7,Daneman,lung_only,TRUE,FALSE,TRUE,2
Pdxk,PDXK,Both,liver_only,TRUE,FALSE,TRUE,2
Per1,PER1,Munji,NA,TRUE,FALSE,FALSE,1
Perp,PERP,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Pfkfb3,PFKFB3,Daneman,lung_only,TRUE,FALSE,FALSE,1
Pfkp,PFKP,Daneman,lung_only,TRUE,FALSE,FALSE,1
Pfn1,PFN1,Daneman,lung_only,TRUE,FALSE,TRUE,2
Pgd,PGD,Daneman,lung_only,TRUE,FALSE,FALSE,1
Pglyrp1,PGLYRP1,Munji,NA,FALSE,FALSE,FALSE,0
Pgm2,PGM1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Pgm1,PGM2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Phactr1,PHACTR1,Daneman,liver_only,TRUE,FALSE,FALSE,1
Phactr4,PHACTR4,Daneman,liver_only,TRUE,FALSE,FALSE,1
Phb,PHB,Daneman,lung_only,TRUE,FALSE,FALSE,1
Phb2,PHB2,Daneman,lung_only,TRUE,FALSE,FALSE,1
Phc3,PHC3,Daneman,liver_only,TRUE,FALSE,FALSE,1
Phf2,PHF2,Munji,NA,TRUE,FALSE,FALSE,1
Phf20,PHF20,Daneman,liver_only,TRUE,FALSE,FALSE,1
Phgdh,PHGDH,Daneman,lung_only,TRUE,FALSE,FALSE,1
Phlda1,PHLDA1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Phpt1,PHPT1,Daneman,lung_only,TRUE,FALSE,TRUE,2
Phyhipl,PHYHIPL,Daneman,liver_only,TRUE,FALSE,FALSE,1
Pias1,PIAS1,Daneman,liver_only,TRUE,FALSE,TRUE,2
Picalm,PICALM,Daneman,liver_only,TRUE,FALSE,TRUE,2
Pigx,PIGX,Daneman,lung_only,TRUE,FALSE,FALSE,1
Pik3cg,PIK3CG,Daneman,lung_only,TRUE,FALSE,FALSE,1
Pir,PIR,Daneman,liver_only,TRUE,FALSE,FALSE,1
Pitrm1,PITRM1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Pkig,PKIG,Daneman,liver_only,TRUE,FALSE,FALSE,1
Pla2g6,PLA2G6,Munji,NA,TRUE,FALSE,FALSE,1
Pla2g7,PLA2G7,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Plagl1,PLAGL1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Plcb1,PLCB1,Daneman,liver_only,TRUE,FALSE,TRUE,2
Plcb4,PLCB4,Daneman,liver_only,TRUE,FALSE,TRUE,2
Plce1,PLCE1,Daneman,liver_and_lung,TRUE,FALSE,TRUE,2
Pld1,PLD1,Daneman,liver_and_lung,TRUE,FALSE,FALSE,1
Pld2,PLD2,Daneman,liver_only,TRUE,FALSE,FALSE,1
Pld3,PLD3,Daneman,lung_only,TRUE,FALSE,FALSE,1
Plekha2,PLEKHA2,Daneman,liver_only,TRUE,FALSE,FALSE,1
Plekhb2,PLEKHB2,Daneman,liver_only,TRUE,FALSE,FALSE,1
Plekhg5,PLEKHG5,Munji,NA,TRUE,FALSE,FALSE,1
Plekhh1,PLEKHH1,Daneman,lung_only,TRUE,FALSE,FALSE,1
Plekhh2,PLEKHH2,Munji,NA,TRUE,FALSE,FALSE,1
Plekhn1,PLEKHN1,Munji,NA,TRUE,FALSE,FALSE,1
Pllp,PLLP,Daneman,liver_only,TRUE,FALSE,TRUE,2
Plp2,PLP2,Daneman,lung_only,TRUE,FALSE,TRUE,2
Plscr1,PLSCR1,Daneman,liver_only,TRUE,TRUE,TRUE,3
Plscr4,PLSCR4,Daneman,liver_only,TRUE,TRUE,TRUE,3
Pltp,PLTP,Munji,NA,TRUE,FALSE,FALSE,1
Plvap,PLVAP,Daneman,lung_only,TRUE,FALSE,FALSE,1
